time,T.obs,Hr.obs,pr.obs,Rad.obs,u.obs,u_gr.obs,Td.obs,EPenman.obs,pp_obs,prono_PP_dia_0,prono_PP_dia_1,prono_PP_dia_2,prono_PP_dia_3,prono_PP_dia_4,prono_PP_dia_5,prono_PP_dia_6,prono_Tm_dia_0,prono_Tm_dia_1,prono_Tm_dia_2,prono_Tm_dia_3,prono_Tm_dia_4,prono_Tm_dia_5,prono_Tm_dia_6,prono_Tm_dia_7,Aporte_m3s,Nivel_emb,NO3_lab,SS_105,NO2_lab,ODsupC,TempAmb,TurSupC,PO4_lab,SS_550,NT,NH_lab,Enteroc,Ptot_lab,Cianobac,Clorof_A,VientoI,T_sup,CondsupC,MicrtEli,EscColi,PROFSITI,SatSupC,pHsupC,Secc_sup,target
2020-02-24,23.133333333333336,66.45833333333333,1004.1083333333332,313.1979166666667,1.4979166666666668,137.625,16.370833333333334,0.08875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.60000038146973,25.0,23.39999961853027,23.10000038146973,24.0,26.0,27.20000076293945,25.60000038146973,2490.0,32.76,0.5019945858619922,11.947614710672083,0.02574413457740867,7.0779077152998315,24.744057118155865,40.40828280095209,0.02,7.896370660926503,0.8961342138916727,0.044299898591758646,139.99871633147094,0.6302470829389526,7.123706346080883,43.69359236613575,13.0,26.4,66.81027110965813,17.346641692610213,75.55756351578555,0.8,142.4,8.01,0.38728955022120265,1.0
2020-02-25,24.016666666666666,67.29166666666667,1004.3541666666666,269.53125,3.923958333333333,211.77083333333337,16.958333333333332,0.1454166666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.29999923706055,23.29999923706055,23.20000076293945,23.79999923706055,26.0,28.10000038146973,28.60000038146973,25.79999923706055,2357.1428571428573,32.78142857142857,0.5022441480555424,12.054759194170051,0.025865389889819464,7.189942322062395,25.199410698847416,35.083301750595055,0.02,8.047731663079064,0.9118652670739464,0.044017602868361407,63.842947707169344,0.6186716376119336,4.537460216300552,30.558495228834836,13.0,26.4,66.70329444353634,10.836026057881384,55.00472719736596,0.8,142.4,8.01,0.3936184688882517,3.0
2020-02-26,22.583333333333332,56.166666666666664,1008.8458333333332,298.1041666666667,2.7083333333333335,171.11458333333334,12.695833333333333,0.1291666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.70000076293945,22.29999923706055,23.5,25.20000076293945,26.5,27.0,26.0,23.70000076293945,2224.285714285714,32.80285714285714,0.50245546311827,12.4,0.02598536807123457,7.35,25.9,26.6,0.02,8.4,0.9274618668102178,0.043735793842491696,11.0,0.6071192880617555,0.4254,9.6,12.6,26.4,66.7,0.15,42.0,0.8,142.4,8.01,0.4,3.0
2020-02-27,23.7625,54.125,1009.4291666666668,300.3541666666667,1.76875,147.63541666666666,13.304166666666667,0.1120833333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.60000038146973,23.39999961853027,25.70000076293945,26.70000076293945,25.0,25.39999961853027,27.10000038146973,26.0,2091.4285714285716,32.824285714285715,0.5026230671743435,13.000645844688751,0.026103886674368887,7.562055189346427,26.85359740864532,24.8,0.02,8.967640812473588,0.9429048054653436,0.04345454104236774,10.0,0.5955933336851101,0.4254,9.6,10.960384210403117,26.494249392863814,66.82674214726055,0.15,40.0,0.8307091350644499,136.87426657948814,8.216366339302395,0.4061779803843543,3.0
2020-02-28,24.65833333333333,60.041666666666664,1010.9791666666666,295.8854166666667,1.3208333333333333,144.77083333333334,15.7,0.0958333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.89999961853027,25.29999923706055,26.29999923706055,25.5,25.20000076293945,26.39999961853027,26.39999961853027,23.79999923706055,1958.5714285714284,32.84571428571428,0.5027414963479309,13.807185269537875,0.02622076325193733,7.8185383363134155,27.95893016253562,24.8,0.02,9.70817561312499,0.9581748754041807,0.04317391399620775,10.0,0.5840970738786889,0.4254,9.6,9.014250782124902,26.667208294414344,67.15604574204052,0.15,40.0,0.872712124042593,129.1456196525313,8.459392164607296,0.410841529926734,3.0
2020-02-29,26.520833333333332,60.0,1013.8625,292.7708333333333,1.36875,157.8125,17.1625,0.0983333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.89999961853027,25.60000038146973,26.20000076293945,25.70000076293945,26.60000038146973,26.5,26.79999923706055,24.29999923706055,1825.7142857142856,32.86714285714285,0.5028052867632005,14.753401772042622,0.026335815356654788,8.10899388860719,29.087464212103257,24.8,0.02,10.564890007539601,0.9732528689915859,0.04289398223222995,10.0,0.5726338080391834,0.4254,9.6,6.967925248645126,26.933042499532974,67.77197826319019,0.15,40.06276013450402,0.9193605454885112,120.90983943583039,8.700234820261002,0.4124160892769364,3.0
2020-03-01,27.333333333333332,56.25,1014.3041666666668,292.6458333333333,1.6489583333333335,138.57291666666666,16.7375,0.1254166666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.20000076293945,26.10000038146973,25.79999923706055,26.39999961853027,26.29999923706055,25.79999923706055,26.29999923706055,25.79999923706055,1692.857142857143,32.888571428571424,0.5028089745443206,15.773078849698248,0.026448860541236168,8.422966293933975,30.110665507780592,24.8,0.02,11.481069601302808,0.988119578592416,0.04261481527865256,10.0,0.5612068355632852,0.4254,9.6,5.027733143443567,27.305917803101064,68.75860718955992,0.15,42.003672706893326,0.9640059779562862,113.86270614608631,8.900051650609804,0.4093270990847593,3.0
2020-03-02,27.1,53.1875,1010.975,322.28125,2.2234374999999997,113.03645833333331,16.014583333333334,0.1470833333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.39999961853027,26.5,27.10000038146973,25.79999923706055,25.89999961853027,27.10000038146973,26.5,1560.0,32.91,0.5027470958154594,16.8,0.02655971635839637,8.75,30.9,24.8,0.02,12.4,1.0027557965715277,0.04233648266369378,16.0,0.549819455847686,1.2748,16.2,3.4,27.8,70.2,0.68,40.0,1.0,109.7,9.02,0.4,3.0
2020-03-03,26.125,59.958333333333336,1010.8416666666668,294.6770833333333,1.68125,114.04166666666669,17.491666666666667,0.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.29999923706055,26.10000038146973,26.5,25.20000076293945,24.60000038146973,26.39999961853027,28.10000038146973,25.29999923706055,1495.7142857142858,32.9,0.502614186700785,16.8,0.026668200360850297,8.83,30.9,62.1165849272417,0.02,12.4,1.0171423152937782,0.04205905391557186,30.615654676056916,0.538474968289077,20.562588163955933,116.37279892739978,2.2438616615976397,28.41417122574791,72.12137634056052,50.72990815891819,40.0,1.0,109.58026927490593,9.03350969702284,0.3833623310048253,3.0
2020-03-04,27.008333333333336,56.666666666666664,1010.3291666666668,289.0833333333333,2.1635416666666667,127.04166666666669,17.1125,0.1170833333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.89999961853027,25.5,24.10000038146973,24.20000076293945,26.60000038146973,29.39999961853027,26.29999923706055,27.79999923706055,1431.428571428571,32.89,0.5024047833244657,16.8,0.026774130101312854,8.83,30.9,115.03084148231939,0.02,12.4,1.0312599271240237,0.041782598562505,41.646289572331796,0.5271766722841503,47.73378923592104,257.279476614572,1.9,29.086178978409976,74.31256452609065,121.44594151253821,40.0,1.0,112.5131344906728,8.963100507249415,0.3603500244108786,3.0
2020-03-05,26.020833333333332,58.791666666666664,1011.8208333333332,290.5729166666667,2.0593749999999997,104.03125,16.933333333333334,0.1220833333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.39999961853027,23.5,25.20000076293945,26.10000038146973,28.79999923706055,26.70000076293945,27.89999961853027,27.60000038146973,1367.142857142857,32.88,0.5021134218106696,16.8,0.026877323132498937,8.83,30.9,180.09799256022598,0.02,12.4,1.0450894244271214,0.04150718613271142,49.50164921657151,0.5159278672295972,81.04323498115578,429.89657459160185,1.9,29.738487096688107,76.5045450386394,208.2561575979696,40.0,1.0,116.97098422780284,8.843564680495772,0.3324011108621721,3.0
2020-03-06,24.620833333333337,57.5,1009.7875,274.3645833333333,1.8625,120.28125,15.225,0.1075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.20000076293945,25.10000038146973,25.79999923706055,27.60000038146973,27.0,28.5,28.79999923706055,25.70000076293945,1302.857142857143,32.87,0.5017346382835653,16.8,0.026977597007123454,8.83,30.9,253.87326105595452,0.02,12.4,1.0586115995679282,0.041232886154409336,54.59147813652288,0.5047318525221092,118.74575716492058,625.2006343885744,1.9,30.29355941928425,78.42829836025574,306.58861395232196,40.0,1.0,121.42620706679833,8.709694466577963,0.3009536210027186,3.0
2020-03-07,26.69583333333333,58.333333333333336,1005.025,282.8125,1.4729166666666669,169.82291666666666,17.32916666666667,0.10375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.20000076293945,25.89999961853027,28.0,28.5,29.0,28.79999923706055,28.79999923706055,28.10000038146973,1238.5714285714284,32.86,0.5012629688673207,16.8,0.027074769277901305,8.83,30.67372109964056,332.9118698644977,0.02,12.4,1.0718072449113005,0.04095976815581698,57.325520859932794,0.49359192755837794,159.0961875524759,834.1681975355749,1.9,30.6,79.81480497298865,411.8713681127047,40.0,1.0,124.35119158816151,8.59628211531203,0.2674455854765304,3.0
2020-03-08,27.383333333333336,61.708333333333336,1005.1208333333334,268.4,1.2221052631578946,91.77894736842106,18.516666666666666,0.0904347826086956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4000000059604645,25.60000038146973,27.10000038146973,27.39999961853027,29.0,28.70000076293945,29.39999961853027,30.39999961853027,30.0,1174.2857142857142,32.85,0.5006929496861041,16.8,0.027168657497547388,8.83,30.151604215795686,413.76904188084853,0.02,12.4,1.0846571528220956,0.04068790166515256,58.11352191454806,0.4825113917350951,200.34935790908222,1047.7758055626882,1.9,30.6,79.9,519.5324776162277,40.0,1.0,124.21832637239464,8.538119876514028,0.2333150349276201,3.0
2020-03-09,29.166666666666668,59.291666666666664,1008.25,268.1979166666667,1.2489583333333334,101.60416666666669,19.308333333333337,0.0966666666666666,0.0,0.0,0.0,0.1000000014901161,0.0,0.0,3.599999904632568,7.199999809265137,28.10000038146973,27.39999961853027,29.0,28.89999961853027,29.10000038146973,29.10000038146973,26.5,23.79999923706055,1110.0,32.84,0.5000191168640837,16.8,0.02725907921877661,8.83,29.6,493.0,0.02,12.4,1.09714211566517,0.04041735621063429,57.36522582811557,0.4714935444489521,240.76010000000002,1257.0,1.9,30.6,79.9,625.0,40.0,1.0,119.5,8.57,0.2,3.0
2020-03-10,28.225,65.83333333333333,1009.3583333333332,270.4,3.983157894736842,121.32631578947368,20.925,0.1395652173913043,0.0,0.0,0.0,0.0,0.0,0.0,3.700000047683716,24.20000076293945,27.70000076293945,28.29999923706055,29.29999923706055,29.0,28.79999923706055,28.20000076293945,26.10000038146973,23.89999961853027,1074.2857142857142,32.831428571428575,0.49923600652542777,16.8,0.02734585199430387,8.07130032410249,29.06506147967436,493.0,0.02,12.4,1.1092429258053804,0.0401482013204804,55.490377128382164,0.4605416850966406,240.76010000000002,1257.0,2.2374639909460625,30.026322467152376,78.18016959040916,625.0,83.06635168233805,0.9970250326919485,109.26281809784751,8.713980771055542,0.2,3.0
2020-03-11,29.1875,57.125,1005.6875,261.3333333333333,1.9395833333333332,181.21875,18.95,0.1320833333333333,0.0,0.1000000014901161,0.0,0.0,0.0,3.400000095367432,20.89999961853027,21.79999923706055,28.10000038146973,29.10000038146973,29.10000038146973,29.5,27.0,24.89999961853027,23.89999961853027,22.70000076293945,1038.571428571429,32.822857142857146,0.49833815479430454,16.8,0.027428793376844073,7.127040259281992,28.555611444539874,493.0,0.02,12.4,1.120940375607584,0.0398805065229091,52.8987203430947,0.4496591130748522,240.76010000000002,1257.0,2.5563948851673155,29.181057973721902,75.56413567232734,625.0,138.45308134587046,0.9976200261535587,94.95025447827801,8.941184616844433,0.2,3.0
2020-03-12,28.495833333333337,68.54166666666667,1006.3666666666668,206.29166666666663,2.6239583333333334,109.05208333333331,21.71666666666667,0.0858333333333333,0.0,0.300000011920929,0.0,0.1000000014901161,1.700000047683716,2.799999952316284,51.70000076293945,8.199999809265137,29.10000038146973,30.10000038146973,30.29999923706055,27.29999923706055,25.60000038146973,26.29999923706055,23.20000076293945,21.70000076293945,1002.8571428571428,32.81428571428572,0.49732009779488207,16.8,0.02750772091911212,6.09,28.07114012489272,493.0,0.02,12.4,1.1322152574366373,0.039614341346138615,50.0,0.43884912778027835,240.76010000000002,1257.0,2.8571633445982547,28.2,72.5,625.0,200.0,1.0,78.6,9.21,0.2,3.0
